shp_md_ycgrpacc_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycgrpacc_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCGRPACC_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Copernic Magnitude CoA	A	ZIASDE016	YCGRPACC_ATTR	4	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycgrpacc_attr	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycgrpacc_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycgrpacc_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCGRPACC_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Copernic Magnitude CoA	T	ZITSDE016	YCGRPACC_TEXT	4	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycgrpacc_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycgrprisk_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycgrprisk_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCGRPRISK_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	Group of risk/Solv. II res. clas.	T	ZITSDE042	YCGRPRISK_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycgrprisk_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycifrscl_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycifrscl_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCIFRSCL_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_2_YCIFRSCL_TEXT_20140807_152642.csv	SHIP - Master Data	MD	IFRS Investments Classification	T	ZITSDE043	YCIFRSCL_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycifrscl_text	hadoop fs -moveFromLocal SHP_MD_2_YCIFRSCL_TEXT_20140807_152642.csv /group/pisquare/raw/master
shp_md_ycmagnpak_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycmagnpak_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCMAGNPAK_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2C	T-pisquare-master		SHIP - Master Data	MD	Magnitude Package	T	ZITSDE045	YCMAGNPAK_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycmagnpak_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycngaapme_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycngaapme_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_3_YCNGAAPME_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	OD	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Non GAAP Measure	T	ZITSDE046	YCNGAAPME_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycngaapme_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ycosicr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycosicr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YCOSICR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_2_YCOSICR_20140807_152640.csv	SHIP - Master Data	MD	BP: Issuer Company Relationship		ZODSDE000	YCOSICR	4	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycosicr	hadoop fs -moveFromLocal SHP_MD_2_YCOSICR_20140807_152640.csv /group/pisquare/raw/master
shp_md_ycosorbp	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycosorbp	/yyyy/mm/dd/hhmmss	master	SHP_MD_1_YCOSORBP_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	D	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_1_YCOSORBP_20140807_152613.csv	SHIP - Master Data	MD	Ratings - Risk Partner		ZODSDE002	YCOSORBP	10	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycosorbp	hadoop fs -moveFromLocal SHP_MD_1_YCOSORBP_20140807_152613.csv /group/pisquare/raw/master
shp_md_ycosorft	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycosorft	/yyyy/mm/dd/hhmmss	master	SHP_MD_1_YCOSORFT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	D	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_1_YCOSORFT_20140807_152606.csv	SHIP - Master Data	MD	Ratings - Financial Transactions		ZODSDE005	YCOSORFT	7	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycosorft	hadoop fs -moveFromLocal SHP_MD_1_YCOSORFT_20140807_152606.csv /group/pisquare/raw/master
shp_md_ycosorse	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ycosorse	/yyyy/mm/dd/hhmmss	master	SHP_MD_1_YCOSORSE_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	D	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_1_YCOSORSE_20140807_152609.csv	SHIP - Master Data	MD	Ratings - Securities		ZODSDE004	YCOSORSE	7	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ycosorse	hadoop fs -moveFromLocal SHP_MD_1_YCOSORSE_20140807_152609.csv /group/pisquare/raw/master
shp_md_yreassid_attr	/group/pisquare/raw/master	/group/pisquare/data/shp_md_yreassid_attr	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YREASSID_ATTR_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Asset Identifier	A	ZIASDE017	YREASSID_ATTR	32	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_yreassid_attr	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_yreassid_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_yreassid_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YREASSID_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	2	T-pisquare-master		SHIP - Master Data	MD	Asset Identifier	T	ZITSDE017	YREASSID_TEXT	32	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_yreassid_text	hadoop fs -moveFromLocal  /group/pisquare/raw/master
shp_md_ysac_ref_text	/group/pisquare/raw/master	/group/pisquare/data/shp_md_ysac_ref_text	/yyyy/mm/dd/hhmmss	master	SHP_MD_2_YSAC_REF_TEXT_yyyymmdd_hhmmss.CSV	UTF-8	|	\n	W	F	no	no		pisquare	1.1	1	T-pisquare-master	SHP_MD_2_YSAC_REF_TEXT_20140807_152627.csv	SHIP - Master Data	MD	Account Assignment Reference	T	ZITSDE019	YSAC_REF_TEXT	3	hadoop fs -mkdir /group/pisquare/raw/master	hadoop fs -mkdir /group/pisquare/data/shp_md_ysac_ref_text	hadoop fs -moveFromLocal SHP_MD_2_YSAC_REF_TEXT_20140807_152627.csv /group/pisquare/raw/master
